Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tajikistan,TJK,..,86.7521128337158,16.4476856516722,17.2772798792139,11.088143661398,9.17009118973376,10.4898499649856,12.9352357142464,15.7212047531276,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,12.62114884801,10.8090877557931,21.6342823273901,22.3720706818596,19.0122040044335,18.0692094479871,17.1049113506573,16.3499746553671,15.1402777418547,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Thailand,THA,34.1319282448808,64.840250738685,70.8549093801611,68.9512356297981,67.1711410731483,68.3941506697391,67.6367739339059,67.0605056879876,66.6819293721371,64.8688845095057,59.7692530723267,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Timor-Leste,TLS,..,10.6142970116967,6.33161010439305,7.20195758837324,5.5853117888427,4.57248523019994,3.04240914574839,3.13704896484848,2.38723757034238,2.92419700840101,28.1520734493142,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,33.4738898770104,28.217465289608,43.6356472797553,45.2053609986539,46.4760239573026,39.7162731254092,35.8463566899441,35.1769023722748,33.1149461139712,31.8952316067149,30.0615174469374,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tonga,TON,33.8701785859904,14.2685906470381,16.2376556771541,17.0714627093833,20.3548992808251,17.3453861326325,17.9439644593844,25.7368646175559,22.033421308971,21.2012020293959,21.0516576302175,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,43.5570513235389,39.5467039034019,48.5317604299435,48.546217436294,46.9665615796849,44.9242815839655,40.0763498490361,40.0260610987983,43.8205362520509,48.2852338792416,49.2984320787035,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkey,TUR,13.3651028519296,19.881198893771,22.993701256722,24.3608755187141,23.7930095049554,25.2055417001665,24.5312773375151,23.0835091326131,26.0394223454335,31.2048629462867,32.741404423426,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkmenistan,TKM,..,55.2364541451273,59.7971553741823,58.8327446167355,49.8393204013857,46.7801747766921,35.6754642894197,22.1440416962805,22.4683973422127,22.6661946952279,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,7.2407208592859,10.651409293254,12.9111631571048,15.5585355337723,16.5842467335063,15.0126737965106,12.9328576854046,12.4807555059969,16.6611294213088,15.0937856215905,17.1980929479003,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,27.6431520373362,62.4448756394426,49.8163448823876,47.7207797708926,42.9567198426424,48.5929618158503,52.5976795082231,49.2986194577187,48.0142981525409,45.1993149461495,41.1722141095225,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,..,..,90.0765712005007,100.246495561481,100.547788395094,99.5608302752882,100.870480235332,101.003013922614,99.5949384086332,93.0481227978656,92.4562533364069,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,23.0719006680494,25.1989000146945,30.7000187976267,29.9751039670716,29.952601103524,28.5020548195346,27.6514218820426,28.4392368950012,30.3661254439058,30.6149687730844,31.6027739841756,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,9.25473206751338,10.6927239610622,13.5305390136184,13.5289189711659,13.5445244306501,13.5315904003143,12.4329149340103,11.9005006474783,12.1651568872038,12.2870960552449,11.7329561121597,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uruguay,URY,23.5321233746953,16.6980989304304,26.422149422135,25.9196294216122,23.3531364208132,23.5426616113909,22.4778512504378,21.4275434626237,21.4290930740709,21.0042656617065,21.7238577378087,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uzbekistan,UZB,..,24.662704263423,26.5258408937836,21.3879449074993,20.8231306576194,17.7327760242286,15.3320737677552,14.8772968212566,21.8011051152928,28.0422527071906,31.1983222819872,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vanuatu,VUT,44.1600485608781,39.1789749205417,44.3398755520438,49.0878961541117,47.8239647507355,48.5557901123766,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Venezuela, RB",VEN,38.1753164731902,29.7442196597828,29.9430146096987,26.1710142521782,24.7649783030385,16.6938273502942,..,..,..,..,..,..
