Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Permanent cropland (% of land area),AG.LND.CROP.ZS,Afghanistan,AFG,0.199123855037834,0.107220537328064,0.182274913457709,0.183806635419539,0.191465245228686,0.212909352694299,0.222099684465276,0.277241675091137,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Albania,ALB,4.56204379562044,4.41605839416058,2.7007299270073,2.8065693987547,2.89051083752709,2.93430662503208,2.95620437956204,3.03649623898694,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Algeria,DZA,0.232603054909436,0.22252638827076,0.385852360039299,0.387951665589023,0.394249582238196,0.407181299299239,0.419987063152557,0.425487259068605,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,American Samoa,ASM,10,11.4999997615814,9.4999998807907,9.4999998807907,9.4999998807907,9.4999998807907,9.4999998807907,9.4999998807907,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Angola,AGO,0.401058795219379,0.240635277131627,0.23261410122724,0.23261410122724,0.23261410122724,0.23261410122724,0.23261410122724,0.23261410122724,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Antigua and Barbuda,ATG,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Argentina,ARG,0.372713021935258,0.365404923465939,0.365404923465939,0.365404923465939,0.365404923465939,0.365404923465939,0.365404923465939,0.365404923465939,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Armenia,ARM,..,1.33473832103969,1.87565864158338,1.99157010055987,2.02669479321881,2.0126448625592,2.02318224355887,2.03723217421848,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Australia,AUS,0.0235606524087838,0.0385301276961327,0.052067740129909,0.0494643531234136,0.0510263853273108,0.0455592726136704,0.0429558856071749,0.042901604520009,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Austria,AUT,0.956648098813272,0.859772341971422,0.790930416798849,0.790997407296123,0.792429567329936,0.792506368815275,0.793596929507695,0.810319599738709,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Azerbaijan,AZE,..,2.86665459780592,2.74867529237035,2.79343801389361,2.78614539455326,2.8247221310264,2.86706271971416,2.91520503205516,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,"Bahamas, The",BHS,0.1998001998002,0.3996003996004,0.3996003996004,0.3996003996004,0.3996003996004,0.3996003996004,0.3996003996004,0.3996003996004,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Bahrain,BHR,2.89855072463768,4.5070423206813,3.91134305001919,3.8961038961039,3.8961038961039,3.89105066066501,3.85604097984957,3.85604097984957,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Bangladesh,BGD,2.53514634708458,3.45701774602443,6.52992240915726,6.52992240915726,6.37627717600061,6.37627717600061,6.37627717600061,6.37627717600061,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Barbados,BRB,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Belarus,BLR,..,0.61131926641688,0.601251786506333,0.591395199842295,0.585979837896542,0.580372751634926,0.557695871430613,0.548308268311918,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Belgium,BEL,..,0.680317053549198,0.716644675130102,0.726552179656539,0.736459684182976,0.736459684182976,0.743064729194188,0.759577278731836,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Belize,BLZ,1.09601052170101,1.53441473038141,1.40289346777729,1.40289346777729,1.40289346777729,1.40289346777729,1.40289346777729,1.40289346777729,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Benin,BEN,0.931181269953884,2.35012415750266,3.54735721887194,3.99077687123093,4.43419652358993,4.43419652358993,4.43419652358993,4.43419652358993,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Bhutan,BTN,0.406651987120736,0.477386934673367,0.325314158443085,0.325314158443085,0.325314158443085,0.325314158443085,0.325314158443085,0.15729866174528,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Bolivia,BOL,0.143081325579249,0.155081694821379,0.202160066463583,0.211391119726761,0.214160435705714,0.214160435705714,0.214160435705714,0.214160435705714,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Bosnia and Herzegovina,BIH,..,1.953125,1.9921875,2.05078125,2.0703125,2.0703125,2.05078125,2.03125,..,..,..,..
Permanent cropland (% of land area),AG.LND.CROP.ZS,Botswana,BWA,0.00176450867256013,0.00176450867256013,0.00352901734512025,0.00352901734512025,0.00352901734512025,0.00352901734512025,0.00352901734512025,0.00352901734512025,..,..,..,..
